Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Email,ProductExpiryDate,invoice,stock_code,description,quantity,invoice_date,price,country,email,product_expiry_date,customer_id,is_cancelled,revenue
C540133,22178,Manual Return / Cancel VICTORIAN GLASS HANGING T-LIGHT,-3,2011-02-27 14:35:00,1.25,10008,United Kingdom,customer_10008@example.com,,C540133,22178,Manual Return / Cancel VICTORIAN GLASS HANGING T-LIGHT,-3,2011-02-27 14:35:00,1.25,United Kingdom,customer_10008@example.com,,10008,True,-3.75
540644,22423,REGENCY CAKESTAND 3 TIER,4,2011-02-27 15:59:00,12.11,10070,United Kingdom,customer_10070@example.com,,540644,22423,REGENCY CAKESTAND 3 TIER,4,2011-02-27 15:59:00,12.11,United Kingdom,customer_10070@example.com,,10070,False,48.44
540644,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-02-27 15:59:00,3.25,10070,United Kingdom,customer_10070@example.com,,540644,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-02-27 15:59:00,3.25,United Kingdom,customer_10070@example.com,,10070,False,13.0
540644,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-02-27 15:59:00,2.95,10070,United Kingdom,customer_10070@example.com,,540644,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-02-27 15:59:00,2.95,United Kingdom,customer_10070@example.com,,10070,False,23.6
540493,22383,LUNCH BAG SUKI DESIGN,10,2011-02-27 16:29:00,1.65,10040,United Kingdom,customer_10040@example.com,2011-07-25,540493,22383,LUNCH BAG SUKI DESIGN,10,2011-02-27 16:29:00,1.65,United Kingdom,customer_10040@example.com,2011-07-25,10040,False,16.5
540352,21212,PACK OF 72 RETROSPOT CAKE CASES,45,2011-02-27 17:05:00,0.52,10021,United Kingdom,customer_10021@example.com,2011-07-18,540352,21212,PACK OF 72 RETROSPOT CAKE CASES,45,2011-02-27 17:05:00,0.52,United Kingdom,customer_10021@example.com,2011-07-18,10021,False,23.400000000000002
540352,22138,BAKING SET 9 PIECE RETROSPOT,38,2011-02-27 17:05:00,4.7,10021,United Kingdom,customer_10021@example.com,2011-08-10,540352,22138,BAKING SET 9 PIECE RETROSPOT,38,2011-02-27 17:05:00,4.7,United Kingdom,customer_10021@example.com,2011-08-10,10021,False,178.6
540352,22699,ROSES REGENCY TEACUP AND SAUCER,17,2011-02-27 17:05:00,2.8,10021,United Kingdom,customer_10021@example.com,,540352,22699,ROSES REGENCY TEACUP AND SAUCER,17,2011-02-27 17:05:00,2.8,United Kingdom,customer_10021@example.com,,10021,False,47.599999999999994
540352,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-02-27 17:05:00,2.42,10021,United Kingdom,customer_10021@example.com,2011-07-20,540352,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-02-27 17:05:00,2.42,United Kingdom,customer_10021@example.com,2011-07-20,10021,False,82.28
540351,22960,JAM MAKING SET WITH JARS,14,2011-02-27 17:30:00,4.25,10021,United Kingdom,customer_10021@example.com,2011-08-30,540351,22960,JAM MAKING SET WITH JARS,14,2011-02-27 17:30:00,4.25,United Kingdom,customer_10021@example.com,2011-08-30,10021,False,59.5
540351,21212,PACK OF 72 RETROSPOT CAKE CASES,43,2011-02-27 17:30:00,0.52,10021,United Kingdom,customer_10021@example.com,2011-07-18,540351,21212,PACK OF 72 RETROSPOT CAKE CASES,43,2011-02-27 17:30:00,0.52,United Kingdom,customer_10021@example.com,2011-07-18,10021,False,22.36
540383,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,41,2011-02-28 10:20:00,1.98,10024,EIRE,customer_10024@example.com,,540383,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,41,2011-02-28 10:20:00,1.98,EIRE,customer_10024@example.com,,10024,False,81.17999999999999
540383,20728,LUNCH BAG CARS BLUE,36,2011-02-28 10:20:00,1.65,10024,EIRE,customer_10024@example.com,2011-08-01,540383,20728,LUNCH BAG CARS BLUE,36,2011-02-28 10:20:00,1.65,EIRE,customer_10024@example.com,2011-08-01,10024,False,59.4
540383,82482,WOODEN PICTURE FRAME WHITE FINISH,21,2011-02-28 10:20:00,2.55,10024,EIRE,customer_10024@example.com,,540383,82482,WOODEN PICTURE FRAME WHITE FINISH,21,2011-02-28 10:20:00,2.55,EIRE,customer_10024@example.com,,10024,False,53.55
540595,21733,RED HANGING HEART T-LIGHT HOLDER,5,2011-02-28 11:12:00,3.1,10061,United Kingdom,customer_10061@example.com,2011-07-22,540595,21733,RED HANGING HEART T-LIGHT HOLDER,5,2011-02-28 11:12:00,3.1,United Kingdom,customer_10061@example.com,2011-07-22,10061,False,15.5
540353,22423,REGENCY CAKESTAND 3 TIER,22,2011-02-28 11:47:00,11.47,10021,United Kingdom,customer_10021@example.com,,540353,22423,REGENCY CAKESTAND 3 TIER,22,2011-02-28 11:47:00,11.47,United Kingdom,customer_10021@example.com,,10021,False,252.34
540353,22178,VICTORIAN GLASS HANGING T-LIGHT,48,2011-02-28 11:47:00,1.12,10021,United Kingdom,customer_10021@example.com,2011-07-28,540353,22178,VICTORIAN GLASS HANGING T-LIGHT,48,2011-02-28 11:47:00,1.12,United Kingdom,customer_10021@example.com,2011-07-28,10021,False,53.760000000000005
540353,20727,LUNCH BAG BLACK SKULL.,20,2011-02-28 11:47:00,1.65,10021,United Kingdom,customer_10021@example.com,2011-08-05,540353,20727,LUNCH BAG BLACK SKULL.,20,2011-02-28 11:47:00,1.65,United Kingdom,customer_10021@example.com,2011-08-05,10021,False,33.0
540353,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-02-28 11:47:00,0.58,10021,United Kingdom,customer_10021@example.com,2011-07-18,540353,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-02-28 11:47:00,0.58,United Kingdom,customer_10021@example.com,2011-07-18,10021,False,11.6
540323,22697,GREEN REGENCY TEACUP AND SAUCER,14,2011-02-28 14:32:00,2.8,10018,France,customer_10018@example.com,,540323,22697,GREEN REGENCY TEACUP AND SAUCER,14,2011-02-28 14:32:00,2.8,France,customer_10018@example.com,,10018,False,39.199999999999996
540323,21754,HOME BUILDING BLOCK WORD,34,2011-02-28 14:32:00,5.95,10018,France,customer_10018@example.com,,540323,21754,HOME BUILDING BLOCK WORD,34,2011-02-28 14:32:00,5.95,France,customer_10018@example.com,,10018,False,202.3
540323,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,27,2011-02-28 14:32:00,2.18,10018,France,customer_10018@example.com,,540323,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,27,2011-02-28 14:32:00,2.18,France,customer_10018@example.com,,10018,False,58.86000000000001
540323,22961,JAM MAKING SET PRINTED,23,2011-02-28 14:32:00,1.38,10018,France,customer_10018@example.com,2011-08-25,540323,22961,JAM MAKING SET PRINTED,23,2011-02-28 14:32:00,1.38,France,customer_10018@example.com,2011-08-25,10018,False,31.74
540553,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-02-28 14:55:00,4.7,10051,EIRE,customer_10051@example.com,2011-08-10,540553,22138,BAKING SET 9 PIECE RETROSPOT,5,2011-02-28 14:55:00,4.7,EIRE,customer_10051@example.com,2011-08-10,10051,False,23.5
540553,20727,LUNCH BAG BLACK SKULL.,4,2011-02-28 14:55:00,1.48,10051,EIRE,customer_10051@example.com,2011-08-05,540553,20727,LUNCH BAG BLACK SKULL.,4,2011-02-28 14:55:00,1.48,EIRE,customer_10051@example.com,2011-08-05,10051,False,5.92
540553,22666,RECIPE BOX PANTRY DESIGN,3,2011-02-28 14:55:00,2.66,10051,EIRE,customer_10051@example.com,,540553,22666,RECIPE BOX PANTRY DESIGN,3,2011-02-28 14:55:00,2.66,EIRE,customer_10051@example.com,,10051,False,7.98
540345,22699,ROSES REGENCY TEACUP AND SAUCER,45,2011-02-28 16:21:00,2.95,10020,United Kingdom,customer_10020@example.com,,540345,22699,ROSES REGENCY TEACUP AND SAUCER,45,2011-02-28 16:21:00,2.95,United Kingdom,customer_10020@example.com,,10020,False,132.75
540345,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2011-02-28 16:21:00,2.66,10020,United Kingdom,customer_10020@example.com,,540345,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2011-02-28 16:21:00,2.66,United Kingdom,customer_10020@example.com,,10020,False,47.88
540345,22197,POPCORN HOLDER,12,2011-02-28 16:21:00,0.81,10020,United Kingdom,customer_10020@example.com,2011-07-10,540345,22197,POPCORN HOLDER,12,2011-02-28 16:21:00,0.81,United Kingdom,customer_10020@example.com,2011-07-10,10020,False,9.72
540572,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-28 16:47:00,2.42,10055,United Kingdom,customer_10055@example.com,,540572,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-28 16:47:00,2.42,United Kingdom,customer_10055@example.com,,10055,False,14.52
540572,22697,GREEN REGENCY TEACUP AND SAUCER,5,2011-02-28 16:47:00,2.95,10055,United Kingdom,customer_10055@example.com,,540572,22697,GREEN REGENCY TEACUP AND SAUCER,5,2011-02-28 16:47:00,2.95,United Kingdom,customer_10055@example.com,,10055,False,14.75
540572,85099B,JUMBO BAG RED RETROSPOT,11,2011-02-28 16:47:00,2.29,10055,United Kingdom,customer_10055@example.com,,540572,85099B,JUMBO BAG RED RETROSPOT,11,2011-02-28 16:47:00,2.29,United Kingdom,customer_10055@example.com,,10055,False,25.19
540097,82482,WOODEN PICTURE FRAME WHITE FINISH,28,2011-02-28 17:43:00,2.42,10006,United Kingdom,customer_10006@example.com,,540097,82482,WOODEN PICTURE FRAME WHITE FINISH,28,2011-02-28 17:43:00,2.42,United Kingdom,customer_10006@example.com,,10006,False,67.75999999999999
540097,22698,PINK REGENCY TEACUP AND SAUCER,48,2011-02-28 17:43:00,3.25,10006,United Kingdom,customer_10006@example.com,,540097,22698,PINK REGENCY TEACUP AND SAUCER,48,2011-02-28 17:43:00,3.25,United Kingdom,customer_10006@example.com,,10006,False,156.0
540097,20728,LUNCH BAG CARS BLUE,11,2011-02-28 17:43:00,1.65,10006,United Kingdom,customer_10006@example.com,2011-08-01,540097,20728,LUNCH BAG CARS BLUE,11,2011-02-28 17:43:00,1.65,United Kingdom,customer_10006@example.com,2011-08-01,10006,False,18.15
540097,22383,LUNCH BAG SUKI DESIGN,15,2011-02-28 17:43:00,1.81,10006,United Kingdom,customer_10006@example.com,2011-07-25,540097,22383,LUNCH BAG SUKI DESIGN,15,2011-02-28 17:43:00,1.81,United Kingdom,customer_10006@example.com,2011-07-25,10006,False,27.150000000000002
540384,22961,JAM MAKING SET PRINTED,29,2011-03-01 14:23:00,1.45,10024,EIRE,customer_10024@example.com,2011-08-25,540384,22961,JAM MAKING SET PRINTED,29,2011-03-01 14:23:00,1.45,EIRE,customer_10024@example.com,2011-08-25,10024,False,42.05
540384,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,32,2011-03-01 14:23:00,0.28,10024,EIRE,customer_10024@example.com,,540384,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,32,2011-03-01 14:23:00,0.28,EIRE,customer_10024@example.com,,10024,False,8.96
540531,20728,LUNCH BAG CARS BLUE,5,2011-03-02 10:40:00,1.65,10047,United Kingdom,customer_10047@example.com,2011-08-01,540531,20728,LUNCH BAG CARS BLUE,5,2011-03-02 10:40:00,1.65,United Kingdom,customer_10047@example.com,2011-08-01,10047,False,8.25
540531,21754,HOME BUILDING BLOCK WORD,12,2011-03-02 10:40:00,6.25,10047,United Kingdom,customer_10047@example.com,,540531,21754,HOME BUILDING BLOCK WORD,12,2011-03-02 10:40:00,6.25,United Kingdom,customer_10047@example.com,,10047,False,75.0
540450,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,2011-03-02 11:54:00,0.28,10033,United Kingdom,customer_10033@example.com,,540450,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,2011-03-02 11:54:00,0.28,United Kingdom,customer_10033@example.com,,10033,False,1.12
540450,22197,POPCORN HOLDER,1,2011-03-02 11:54:00,0.81,10033,United Kingdom,customer_10033@example.com,2011-07-10,540450,22197,POPCORN HOLDER,1,2011-03-02 11:54:00,0.81,United Kingdom,customer_10033@example.com,2011-07-10,10033,False,0.81
540462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-02 12:00:00,2.29,10035,United Kingdom,customer_10035@example.com,2011-07-20,540462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-03-02 12:00:00,2.29,United Kingdom,customer_10035@example.com,2011-07-20,10035,False,22.9
540462,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-03-02 12:00:00,1.31,10035,United Kingdom,customer_10035@example.com,2011-07-28,540462,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-03-02 12:00:00,1.31,United Kingdom,customer_10035@example.com,2011-07-28,10035,False,10.48
540462,20728,LUNCH BAG CARS BLUE,9,2011-03-02 12:00:00,1.73,10035,United Kingdom,customer_10035@example.com,2011-08-01,540462,20728,LUNCH BAG CARS BLUE,9,2011-03-02 12:00:00,1.73,United Kingdom,customer_10035@example.com,2011-08-01,10035,False,15.57
540007,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,28,2011-03-02 13:02:00,2.18,10001,United Kingdom,customer_10001@example.com,,540007,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,28,2011-03-02 13:02:00,2.18,United Kingdom,customer_10001@example.com,,10001,False,61.040000000000006
540612,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-03-02 13:42:00,1.12,10065,United Kingdom,customer_10065@example.com,2011-07-28,540612,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-03-02 13:42:00,1.12,United Kingdom,customer_10065@example.com,2011-07-28,10065,False,2.24
540393,85099B,JUMBO BAG RED RETROSPOT,31,2011-03-02 13:47:00,1.98,10025,United Kingdom,customer_10025@example.com,,540393,85099B,JUMBO BAG RED RETROSPOT,31,2011-03-02 13:47:00,1.98,United Kingdom,customer_10025@example.com,,10025,False,61.38
540354,21754,HOME BUILDING BLOCK WORD,47,2011-03-02 14:24:00,5.36,10021,United Kingdom,customer_10021@example.com,,540354,21754,HOME BUILDING BLOCK WORD,47,2011-03-02 14:24:00,5.36,United Kingdom,customer_10021@example.com,,10021,False,251.92000000000002
540354,22423,REGENCY CAKESTAND 3 TIER,22,2011-03-02 14:24:00,12.75,10021,United Kingdom,customer_10021@example.com,,540354,22423,REGENCY CAKESTAND 3 TIER,22,2011-03-02 14:24:00,12.75,United Kingdom,customer_10021@example.com,,10021,False,280.5
540354,22666,RECIPE BOX PANTRY DESIGN,12,2011-03-02 14:24:00,2.95,10021,United Kingdom,customer_10021@example.com,,540354,22666,RECIPE BOX PANTRY DESIGN,12,2011-03-02 14:24:00,2.95,United Kingdom,customer_10021@example.com,,10021,False,35.400000000000006
540354,22722,SET OF 6 SPICE TINS PANTRY DESIGN,46,2011-03-02 14:24:00,4.35,10021,United Kingdom,customer_10021@example.com,2011-09-01,540354,22722,SET OF 6 SPICE TINS PANTRY DESIGN,46,2011-03-02 14:24:00,4.35,United Kingdom,customer_10021@example.com,2011-09-01,10021,False,200.1
540432,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-03-03 09:49:00,1.87,10030,United Kingdom,customer_10030@example.com,,540432,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-03-03 09:49:00,1.87,United Kingdom,customer_10030@example.com,,10030,False,37.400000000000006
540432,21212,PACK OF 72 RETROSPOT CAKE CASES,34,2011-03-03 09:49:00,0.52,10030,United Kingdom,customer_10030@example.com,2011-07-18,540432,21212,PACK OF 72 RETROSPOT CAKE CASES,34,2011-03-03 09:49:00,0.52,United Kingdom,customer_10030@example.com,2011-07-18,10030,False,17.68
540432,47566,PARTY BUNTING,45,2011-03-03 09:49:00,5.2,10030,United Kingdom,customer_10030@example.com,,540432,47566,PARTY BUNTING,45,2011-03-03 09:49:00,5.2,United Kingdom,customer_10030@example.com,,10030,False,234.0
540613,47566,PARTY BUNTING,1,2011-03-03 12:37:00,4.95,10065,United Kingdom,customer_10065@example.com,,540613,47566,PARTY BUNTING,1,2011-03-03 12:37:00,4.95,United Kingdom,customer_10065@example.com,,10065,False,4.95
540503,20727,LUNCH BAG BLACK SKULL.,12,2011-03-03 13:55:00,1.73,10042,United Kingdom,customer_10042@example.com,2011-08-05,540503,20727,LUNCH BAG BLACK SKULL.,12,2011-03-03 13:55:00,1.73,United Kingdom,customer_10042@example.com,2011-08-05,10042,False,20.759999999999998
540588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-04 17:14:00,2.68,10059,United Kingdom,customer_10059@example.com,2011-07-20,540588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-03-04 17:14:00,2.68,United Kingdom,customer_10059@example.com,2011-07-20,10059,False,29.48
540588,85099B,JUMBO BAG RED RETROSPOT,9,2011-03-04 17:14:00,1.87,10059,United Kingdom,customer_10059@example.com,,540588,85099B,JUMBO BAG RED RETROSPOT,9,2011-03-04 17:14:00,1.87,United Kingdom,customer_10059@example.com,,10059,False,16.830000000000002
540355,22086,PAPER CHAIN KIT 50'S CHRISTMAS,39,2011-03-05 11:24:00,2.8,10021,United Kingdom,customer_10021@example.com,,540355,22086,PAPER CHAIN KIT 50'S CHRISTMAS,39,2011-03-05 11:24:00,2.8,United Kingdom,customer_10021@example.com,,10021,False,109.19999999999999
540355,22722,SET OF 6 SPICE TINS PANTRY DESIGN,28,2011-03-05 11:24:00,4.15,10021,United Kingdom,customer_10021@example.com,2011-09-01,540355,22722,SET OF 6 SPICE TINS PANTRY DESIGN,28,2011-03-05 11:24:00,4.15,United Kingdom,customer_10021@example.com,2011-09-01,10021,False,116.20000000000002
540355,22386,JUMBO BAG PINK POLKADOT,30,2011-03-05 11:24:00,2.08,10021,United Kingdom,customer_10021@example.com,,540355,22386,JUMBO BAG PINK POLKADOT,30,2011-03-05 11:24:00,2.08,United Kingdom,customer_10021@example.com,,10021,False,62.400000000000006
540355,21212,PACK OF 72 RETROSPOT CAKE CASES,39,2011-03-05 11:24:00,0.5,10021,United Kingdom,customer_10021@example.com,2011-07-18,540355,21212,PACK OF 72 RETROSPOT CAKE CASES,39,2011-03-05 11:24:00,0.5,United Kingdom,customer_10021@example.com,2011-07-18,10021,False,19.5
540463,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,10,2011-03-05 12:13:00,0.26,10035,United Kingdom,customer_10035@example.com,,540463,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,10,2011-03-05 12:13:00,0.26,United Kingdom,customer_10035@example.com,,10035,False,2.6
540463,22699,ROSES REGENCY TEACUP AND SAUCER,8,2011-03-05 12:13:00,3.1,10035,United Kingdom,customer_10035@example.com,,540463,22699,ROSES REGENCY TEACUP AND SAUCER,8,2011-03-05 12:13:00,3.1,United Kingdom,customer_10035@example.com,,10035,False,24.8
540463,22666,RECIPE BOX PANTRY DESIGN,1,2011-03-05 12:13:00,3.25,10035,United Kingdom,customer_10035@example.com,,540463,22666,RECIPE BOX PANTRY DESIGN,1,2011-03-05 12:13:00,3.25,United Kingdom,customer_10035@example.com,,10035,False,3.25
540098,22697,GREEN REGENCY TEACUP AND SAUCER,14,2011-03-05 15:08:00,2.95,10006,United Kingdom,customer_10006@example.com,,540098,22697,GREEN REGENCY TEACUP AND SAUCER,14,2011-03-05 15:08:00,2.95,United Kingdom,customer_10006@example.com,,10006,False,41.300000000000004
540098,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-03-05 15:08:00,1.86,10006,United Kingdom,customer_10006@example.com,2011-08-15,540098,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-03-05 15:08:00,1.86,United Kingdom,customer_10006@example.com,2011-08-15,10006,False,20.46
540098,22383,LUNCH BAG SUKI DESIGN,38,2011-03-05 15:08:00,1.73,10006,United Kingdom,customer_10006@example.com,2011-07-25,540098,22383,LUNCH BAG SUKI DESIGN,38,2011-03-05 15:08:00,1.73,United Kingdom,customer_10006@example.com,2011-07-25,10006,False,65.74
540098,21931,JUMBO STORAGE BAG SUKI,7,2011-03-05 15:08:00,2.08,10006,United Kingdom,customer_10006@example.com,,540098,21931,JUMBO STORAGE BAG SUKI,7,2011-03-05 15:08:00,2.08,United Kingdom,customer_10006@example.com,,10006,False,14.56
540098,22960,JAM MAKING SET WITH JARS,25,2011-03-05 15:08:00,4.25,10006,United Kingdom,customer_10006@example.com,2011-08-30,540098,22960,JAM MAKING SET WITH JARS,25,2011-03-05 15:08:00,4.25,United Kingdom,customer_10006@example.com,2011-08-30,10006,False,106.25
540538,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2011-03-05 16:07:00,0.5,10048,United Kingdom,customer_10048@example.com,2011-07-18,540538,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2011-03-05 16:07:00,0.5,United Kingdom,customer_10048@example.com,2011-07-18,10048,False,5.5
540538,21754,HOME BUILDING BLOCK WORD,7,2011-03-05 16:07:00,5.95,10048,United Kingdom,customer_10048@example.com,,540538,21754,HOME BUILDING BLOCK WORD,7,2011-03-05 16:07:00,5.95,United Kingdom,customer_10048@example.com,,10048,False,41.65
540538,21931,JUMBO STORAGE BAG SUKI,11,2011-03-05 16:07:00,2.08,10048,United Kingdom,customer_10048@example.com,,540538,21931,JUMBO STORAGE BAG SUKI,11,2011-03-05 16:07:00,2.08,United Kingdom,customer_10048@example.com,,10048,False,22.880000000000003
540560,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-03-05 16:46:00,2.95,10052,United Kingdom,customer_10052@example.com,,540560,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-03-05 16:46:00,2.95,United Kingdom,customer_10052@example.com,,10052,False,14.75
540339,20727,LUNCH BAG BLACK SKULL.,33,2011-03-05 17:04:00,1.73,10019,United Kingdom,customer_10019@example.com,2011-08-05,540339,20727,LUNCH BAG BLACK SKULL.,33,2011-03-05 17:04:00,1.73,United Kingdom,customer_10019@example.com,2011-08-05,10019,False,57.089999999999996
540339,21754,HOME BUILDING BLOCK WORD,7,2011-03-05 17:04:00,5.95,10019,United Kingdom,customer_10019@example.com,,540339,21754,HOME BUILDING BLOCK WORD,7,2011-03-05 17:04:00,5.95,United Kingdom,customer_10019@example.com,,10019,False,41.65
540339,20728,LUNCH BAG CARS BLUE,13,2011-03-05 17:04:00,1.73,10019,United Kingdom,customer_10019@example.com,2011-08-01,540339,20728,LUNCH BAG CARS BLUE,13,2011-03-05 17:04:00,1.73,United Kingdom,customer_10019@example.com,2011-08-01,10019,False,22.49
540339,22961,JAM MAKING SET PRINTED,6,2011-03-05 17:04:00,1.59,10019,United Kingdom,customer_10019@example.com,2011-08-25,540339,22961,JAM MAKING SET PRINTED,6,2011-03-05 17:04:00,1.59,United Kingdom,customer_10019@example.com,2011-08-25,10019,False,9.540000000000001
540339,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-03-05 17:04:00,3.1,10019,United Kingdom,customer_10019@example.com,2011-07-22,540339,21733,RED HANGING HEART T-LIGHT HOLDER,34,2011-03-05 17:04:00,3.1,United Kingdom,customer_10019@example.com,2011-07-22,10019,False,105.4
540154,20725,LUNCH BAG RED RETROSPOT,38,2011-03-06 11:20:00,1.48,10009,United Kingdom,customer_10009@example.com,2011-07-30,540154,20725,LUNCH BAG RED RETROSPOT,38,2011-03-06 11:20:00,1.48,United Kingdom,customer_10009@example.com,2011-07-30,10009,False,56.24
540154,22699,ROSES REGENCY TEACUP AND SAUCER,9,2011-03-06 11:20:00,3.1,10009,United Kingdom,customer_10009@example.com,,540154,22699,ROSES REGENCY TEACUP AND SAUCER,9,2011-03-06 11:20:00,3.1,United Kingdom,customer_10009@example.com,,10009,False,27.900000000000002
540154,85099B,JUMBO BAG RED RETROSPOT,14,2011-03-06 11:20:00,2.18,10009,United Kingdom,customer_10009@example.com,,540154,85099B,JUMBO BAG RED RETROSPOT,14,2011-03-06 11:20:00,2.18,United Kingdom,customer_10009@example.com,,10009,False,30.520000000000003
540154,22697,GREEN REGENCY TEACUP AND SAUCER,32,2011-03-06 11:20:00,3.25,10009,United Kingdom,customer_10009@example.com,,540154,22697,GREEN REGENCY TEACUP AND SAUCER,32,2011-03-06 11:20:00,3.25,United Kingdom,customer_10009@example.com,,10009,False,104.0
540154,22666,RECIPE BOX PANTRY DESIGN,37,2011-03-06 11:20:00,3.25,10009,United Kingdom,customer_10009@example.com,,540154,22666,RECIPE BOX PANTRY DESIGN,37,2011-03-06 11:20:00,3.25,United Kingdom,customer_10009@example.com,,10009,False,120.25
540099,85099B,JUMBO BAG RED RETROSPOT,12,2011-03-06 12:21:00,2.08,10006,United Kingdom,customer_10006@example.com,,540099,85099B,JUMBO BAG RED RETROSPOT,12,2011-03-06 12:21:00,2.08,United Kingdom,customer_10006@example.com,,10006,False,24.96
540099,20727,LUNCH BAG BLACK SKULL.,40,2011-03-06 12:21:00,1.81,10006,United Kingdom,customer_10006@example.com,2011-08-05,540099,20727,LUNCH BAG BLACK SKULL.,40,2011-03-06 12:21:00,1.81,United Kingdom,customer_10006@example.com,2011-08-05,10006,False,72.4
540099,84879,ASSORTED COLOUR BIRD ORNAMENT,45,2011-03-06 12:21:00,1.69,10006,United Kingdom,customer_10006@example.com,2011-08-15,540099,84879,ASSORTED COLOUR BIRD ORNAMENT,45,2011-03-06 12:21:00,1.69,United Kingdom,customer_10006@example.com,2011-08-15,10006,False,76.05
540099,22197,POPCORN HOLDER,8,2011-03-06 12:21:00,0.94,10006,United Kingdom,customer_10006@example.com,2011-07-10,540099,22197,POPCORN HOLDER,8,2011-03-06 12:21:00,0.94,United Kingdom,customer_10006@example.com,2011-07-10,10006,False,7.52
540645,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-03-06 13:54:00,4.7,10070,United Kingdom,customer_10070@example.com,,540645,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2011-03-06 13:54:00,4.7,United Kingdom,customer_10070@example.com,,10070,False,32.9
540645,22961,JAM MAKING SET PRINTED,11,2011-03-06 13:54:00,1.3,10070,United Kingdom,customer_10070@example.com,2011-08-25,540645,22961,JAM MAKING SET PRINTED,11,2011-03-06 13:54:00,1.3,United Kingdom,customer_10070@example.com,2011-08-25,10070,False,14.3
540134,22722,SET OF 6 SPICE TINS PANTRY DESIGN,31,2011-03-06 16:33:00,3.75,10008,United Kingdom,customer_10008@example.com,2011-09-01,540134,22722,SET OF 6 SPICE TINS PANTRY DESIGN,31,2011-03-06 16:33:00,3.75,United Kingdom,customer_10008@example.com,2011-09-01,10008,False,116.25
540134,22138,BAKING SET 9 PIECE RETROSPOT,25,2011-03-06 16:33:00,5.45,10008,United Kingdom,customer_10008@example.com,2011-08-10,540134,22138,BAKING SET 9 PIECE RETROSPOT,25,2011-03-06 16:33:00,5.45,United Kingdom,customer_10008@example.com,2011-08-10,10008,False,136.25
540134,22197,POPCORN HOLDER,26,2011-03-06 16:33:00,0.81,10008,United Kingdom,customer_10008@example.com,2011-07-10,540134,22197,POPCORN HOLDER,26,2011-03-06 16:33:00,0.81,United Kingdom,customer_10008@example.com,2011-07-10,10008,False,21.060000000000002
540134,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,26,2011-03-06 16:33:00,2.29,10008,United Kingdom,customer_10008@example.com,,540134,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,26,2011-03-06 16:33:00,2.29,United Kingdom,customer_10008@example.com,,10008,False,59.54
540416,22197,POPCORN HOLDER,13,2011-03-06 16:49:00,0.85,10028,United Kingdom,customer_10028@example.com,2011-07-10,540416,22197,POPCORN HOLDER,13,2011-03-06 16:49:00,0.85,United Kingdom,customer_10028@example.com,2011-07-10,10028,False,11.049999999999999
